WP-JAHRE,NUMIND,ID,ANFANG,VORNAME,NACHNAME,ALTER,GESCHLECHT,PARTEI_KURZ,BERUF,AUSLAND,MANDATSART,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19
2002–2005;15,8316,11000198,2002,Peter,Bleser,50,1,Union,"Landwirtschaftsmeister, Parl. Staatssekretär",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8317,11000227,2002,Wolfgang,Börnsen,60,1,Union,"Realschullehrer, Maurer",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8318,11000228,2002,Wolfgang,Bötsch,64,1,Union,Oberregierungsrat a. D. Bundesminister a.D.,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8319,11000233,2002,Jochen,Borchert,62,1,Union,"Landwirt, Bundesminister a. D.",0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8320,11000240,2002,Klaus,Brähmig,45,1,Union,Elektrohandwerksmeister,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8321,11000265,2002,Paul,Breuer,52,1,Union,"Pädagoge, Lehrer",0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8322,11000284,2002,Georg,Brunnhuber,54,1,Union,"Dipl.-Ingenieur (FH), Kreisbaurat",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8323,11000302,2002,Hans,Büttner,58,1,SPD,Redakteur,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8324,11000303,2002,Hartmut,Büttner,50,1,Union,Fleischermeister,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8325,11000305,2002,Edelgard,Bulmahn,51,0,SPD,"Vizepräsidentin DBT a. D., Studienrätin",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2002–2005;15,8326,11000306,2002,Ulla,Burchardt,48,0,SPD,Dipl.-Pädagogin,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8327,11000312,2002,Hans Martin,Bury,36,1,SPD,Staatsminister für Europa,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8328,11000322,2002,Manfred,Carstens,59,1,Union,"Sparkassenbetriebswirt, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8329,11000323,2002,Peter H.,Carstensen,55,1,Union,"Dipl.-Agraringenieur, OL-Wirtschaftsrat a. D.",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8330,11000325,2002,Marion,Caspers-Merk,47,0,SPD,"Kommunalwissenschaftlerin und Lehrbeauftragte, Parl. Staatssekretärin",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8331,11000347,2002,Herta,Däubler-Gmelin,59,0,SPD,"Dr. jur., Rechtsanwältin, Hon. Prof., Bundesministerin der Justiz a.D.",1,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8332,11000376,2002,Albert,Deß,55,1,Union,Landwirtschaftsmeister,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8333,11000391,2002,Karl,Diller,61,1,SPD,Parl. Staatssekretär,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
2002–2005;15,8334,11000449,2002,Maria,Eichhorn,54,0,Union,"Dipl.-Betriebswirtin, Dipl.-Handelslehrerin",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8335,11000454,2002,Ursula,Eid-Simon,53,0,Bündnis 90/Die Grünen,"Diplomhaushaltswissenschaftlerin, Wiss. Angestellte, Parl. Staatssekretärin a. D.",0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
2002–2005;15,8336,11000483,2002,Rainer,Eppelmann,59,1,Union,"Maurer, Pfarrer",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8337,11000489,2002,Gernot,Erler,58,1,SPD,"Verlagsleiter, Staatsminister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2002–2005;15,8338,11000495,2002,Jörg,Essen,55,1,FDP,Oberstaatsanwalt a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8339,11000509,2002,Anke,Eymer,53,0,Union,Rektorin a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8340,11000513,2002,Ilse,Falk,59,0,Union,"Familienmangerin, Stellv. Vorsitzende der CDU/CSU- Bundestagsfraktion",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8341,11000535,2002,Elke,Ferner,44,0,SPD,"Programmiererin, Parl. Staatssekretärin",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2002–2005;15,8342,11000549,2002,Dirk,Fischer,59,1,Union,Rechtsanwalt,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
2002–2005;15,8343,11000552,2002,Joseph,Fischer,54,1,Bündnis 90/Die Grünen,"Staatsminister a. D., Bundesminister des Auswärtigen a. D.",0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
2002–2005;15,8344,11000572,2002,Herbert,Frankenhauser,57,1,Union,Industriekaufmann,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8345,11000593,2002,Horst,Friedrich,52,1,FDP,"Betriebswirt (VWA), Handelsvertreter",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8346,11000602,2002,Erich G.,Fritz,56,1,Union,Lehrer,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8347,11000616,2002,Hans-Joachim,Fuchtel,50,1,Union,Parl. Staatssekretär,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2002–2005;15,8348,11000624,2002,Rainer,Funke,62,1,FDP,"Rechtsanwalt, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8349,11000651,2002,Norbert,Geis,63,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8350,11000687,2002,Iris,Gleicke,38,0,SPD,"Bauingenieurin, Parl. Staatssekretärin a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8351,11000691,2002,Michael,Glos,58,1,Union,"Müllermeister, Bundesminister für Wirtschaft und Technologie a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
2002–2005;15,8352,11000697,2002,Reinhard,Göhner,49,1,Union,"Rechtsanwalt, Hauptgeschäftsführer der Bundesvereinigung der Deutschen Arbeitgeberverbände",0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8353,11000705,2002,Peter,Götz,55,1,Union,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8354,11000707,2002,Wolfgang,Götzer,47,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
2002–2005;15,8355,11000735,2002,Achim,Großmann,55,1,SPD,"Dipl.-Psychologe, Parl. Staatssekretär",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
2002–2005;15,8356,11000750,2002,Joachim,Günther,54,1,FDP,"Dipl.-Ingenieur, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8357,11000754,2002,Karlheinz,Guttmacher,60,1,FDP,"Dipl.-Lehrer, Dipl.-Chemiker",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8358,11000758,2002,Karl Hermann,Haack,62,1,SPD,"Apotheker, Beauftragter d. Bundesregierung f. d. Belange behinderter Menschen",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8359,11000771,2002,Hans-Joachim,Hacker,53,1,SPD,"Dipl.-Jurist, (Wirtschaftsrecht)",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8360,11000802,2002,Christel,Hanewinckel,55,0,SPD,"Buchhändlerin, Pfarrerin, Parl. Staatssekretärin a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8361,11000825,2002,Gerda,Hasselfeldt,52,0,Union,"Vizepräsidentin DBT a. D., Dipl.-Volkswirtin, Bundesministerin a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2002–2005;15,8362,11000840,2002,Klaus-Jürgen,Hedrich,61,1,Union,"Studienrat a. D., Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8363,11000851,2002,Ulrich,Heinrich,63,1,FDP,Landwirtschaftsmeister,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8364,11000904,2002,Stephan,Hilsberg,46,1,SPD,"Informatiker, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
2002–2005;15,8365,11000906,2002,Ernst,Hinsken,59,1,Union,"Bäckermeister und Konditor, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2002–2005;15,8366,11000907,2002,Peter,Hintze,52,1,Union,"Vizepräsident DBT a. D., Evangelischer Theologe",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8367,11000932,2002,Joachim,Hörster,57,1,Union,Rechtsanwalt,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8368,11000952,2002,Birgit,Homburger,37,0,FDP,Dipl.-Verwaltungswissenschaftlerin,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8369,11000967,2002,Werner,Hoyer,51,1,FDP,Staatsminister,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8370,11000975,2002,Hubert,Hüppe,46,1,Union,Dipl.-Verwaltungswirt,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8371,11000989,2002,Lothar,Ibrügger,58,1,SPD,"Dipl.-Ingenieur (TU), Stadt- und Regionalplaner, Parl Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8372,11001003,2002,Renate,Jäger,61,0,SPD,Dipl.-Lehrerin,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8373,11001008,2002,Susanne,Jaffke,53,0,Union,"Tierarzt,  Veterinärmediziner",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
2002–2005;15,8374,11001036,2002,Egon,Jüttner,60,1,Union,Universitätsprofessor a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
2002–2005;15,8375,11001055,2002,Bartholomäus,Kalb,53,1,Union,"Industriekaufmann, Landwirt",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2002–2005;15,8376,11001062,2002,Steffen,Kampeter,39,1,Union,"Dipl.-Volkswirt, Parl. Staatssekretär",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8377,11001068,2002,Irmgard,Karwatzki,62,0,Union,"Sozialarbeiterin (grad), Parl. Staatssekretärin a. D.",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8378,11001069,2002,Susanne,Kastner,56,0,SPD,"Vizepräsidentin DBT a. D., Religionspädagogin",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8379,11001074,2002,Volker,Kauder,53,1,Union,"Jurist, Vors. der CDU/CSU-Fraktion",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8380,11001083,2002,Hans-Peter,Kemper,58,1,SPD,Kriminalbeamter,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8381,11001102,2002,Klaus,Kirschner,61,1,SPD,"Werkzeugmacher, Mechanikermeister",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8382,11001136,2002,Hans-Ulrich,Klose,65,1,SPD,"Vizepräsident DBT a. D., Jurist",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
2002–2005;15,8383,11001162,2002,Fritz Rudolf,Körper,48,1,SPD,"Theologe, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8384,11001171,2002,Heinrich L.,Kolb,46,1,FDP,"Dipl.-Wirtschaftsingenieur, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8385,11001172,2002,Manfred,Kolbe,49,1,Union,"Notar, Staatsminister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8386,11001175,2002,Walter,Kolbow,58,1,SPD,"Verwaltungsjurist, Parl. Staatssekretär a. D.",1,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8387,11001180,2002,Jürgen,Koppelin,57,1,FDP,Rundfunk-Redakteur,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8388,11001186,2002,Hartmut,Koschyk,43,1,Union,"Geschäftsführer, PSts a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8389,11001188,2002,Thomas,Kossendey,54,1,Union,"Jurist, RegDir. a. D. Parl. Staatssekretär",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8390,11001202,2002,Rudolf,Kraus,61,1,Union,"Baukaufmann, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8391,11001234,2002,Horst,Kubatschka,61,1,SPD,Chemieingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8392,11001235,2002,Wolfgang,Kubicki,50,1,FDP,"Rechtsanwalt, Diplom-Volkswirt",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2002–2005;15,8393,11001249,2002,Uwe,Küster,57,1,SPD,"Biochemiker, Immunologe",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8394,11001274,2002,Norbert,Lammert,54,1,Union,"Präsident DBT a. D., Vizepräsident DBT a. D., Dipl.-Sozialwissenschaftler",0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
2002–2005;15,8395,11001275,2002,Helmut,Lamp,56,1,Union,Bauer,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8396,11001294,2002,Karl-Josef,Laumann,45,1,Union,Maschinenschlosser,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8397,11001336,2002,Sabine,Leutheusser-Schnarrenberger,51,0,FDP,"Rechtsanwältin, Ltd. Reg. Dir. a. D., Bundesjustizministerin",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8398,11001348,2002,Walter,Link,65,1,Union,Diakon und Sportlehrer,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8399,11001351,2002,Eduard,Lintner,58,1,Union,"Rechtsanwalt, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8400,11001353,2002,Klaus W.,Lippold,59,1,Union,Dipl.-Volkswirt,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8401,11001381,2002,Christine,Lucyga,58,0,SPD,"Fremdsprachenlehrerin, Literaturwissenschaftlerin",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8402,11001398,2002,Michael,Luther,46,1,Union,Dipl.-Ingenieur,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8403,11001424,2002,Erwin,Marschewski,62,1,Union,Städtischer Oberrechtsrat a. D.,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8404,11001434,2002,Christoph,Matschie,41,1,SPD,"Mechaniker, Theologe, Landesminister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
2002–2005;15,8405,11001448,2002,Martin,Mayer,61,1,Union,Dipl.-Agraringenieur,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8406,11001451,2002,Markus,Meckel,50,1,SPD,"Pfarrer, Außenminister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8407,11001452,2002,Wolfgang,Meckelburg,53,1,Union,Oberstudienrat a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8408,11001454,2002,Ulrike,Mehl,46,0,SPD,Dipl.-Ingenieurin für Landespflege,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8409,11001478,2002,Angela,Merkel,48,0,Union,"Bundeskanzlerin, Dipl.-Physikerin",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8410,11001501,2002,Maria,Michalk,53,0,Union,Ökonom,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
2002–2005;15,8411,11001520,2002,Jürgen W.,Möllemann,57,1,FDP,"Unternehmensberater, Lehrer, Bundesminister a. D.",0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8412,11001545,2002,Christian,Müller,55,1,SPD,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8413,11001561,2002,Michael,Müller,54,1,SPD,"Dipl.-Betriebswirt, Parl. Staatssekretär",0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8414,11001570,2002,Franz,Müntefering,62,1,SPD,"Industriekaufmann, Bundesminister a. D.",0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0
2002–2005;15,8415,11001593,2002,Bernd,Neumann,60,1,Union,"Pädagoge, Parl. Staatssekretär a. D., Staatsminister",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8416,11001598,2002,Volker,Neumann,60,1,SPD,Rechtsanwalt und Notar,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
2002–2005;15,8417,11001601,2002,Christa,Nickels,50,0,Bündnis 90/Die Grünen,Fachkrankenschwester,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
2002–2005;15,8418,11001621,2002,Claudia,Nolte,36,0,Union,"Dipl.-Ingenieurin, Bundesministerin a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8419,11001622,2002,Günther Friedrich,Nolting,52,1,FDP,Lehrer a. D.,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8420,11001663,2002,Eduard,Oswald,55,1,Union,"Dipl.-Betriebswirt (FH), Bundesminister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
2002–2005;15,8421,11001666,2002,Hans-Joachim,Otto,50,1,FDP,Rechtsanwalt und Notar,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
2002–2005;15,8422,11001676,2002,Detlef,Parr,60,1,FDP,Realschulrektor,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2002–2005;15,8423,11001685,2002,Peter,Paziorek,54,1,Union,"Rechtsanwalt, Stadtdirektor a. D., Parl. Staatssekretär",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8424,11001700,2002,Ulrich,Petzold,51,1,Union,Dipl.-Ingenieur,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2002–2005;15,8425,11001710,2002,Friedbert,Pflüger,47,1,Union,"Geschäftsführer, Parl. Staatssekretär a. D.",0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8426,11001726,2002,Ronald,Pofalla,43,1,Union,"Rechtsanwalt, Dipl.-Sozialpädagoge (FH)",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
2002–2005;15,8427,11001740,2002,Joachim,Poß,54,1,SPD,Verwaltungsleiter,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
2002–2005;15,8428,11001768,2002,Hans,Raidel,61,1,Union,"Dipl.-Verwaltungswirt (FH), Bürgermeister a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8429,11001772,2002,Peter,Ramsauer,48,1,Union,"Bundesminister a. D., Dipl.-Kaufmann, Müllermeister",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8430,11001783,2002,Peter,Rauen,57,1,Union,Dipl.-Ingenieur (FH),0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
2002–2005;15,8431,11001825,2002,Hans-Peter,Repnik,55,1,Union,Jurist,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8432,11001847,2002,Klaus,Riegert,43,1,Union,"Dipl.-Verwaltungswirt Polizei (FH), Kriminaloberkommissar a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8433,11001849,2002,Heinz,Riesenhuber,67,1,Union,"Dipl.-Chemiker, Bundesminister a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
2002–2005;15,8434,11001879,2002,Franz,Romer,60,1,Union,Mechaniker,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8435,11001882,2002,Klaus,Rose,61,1,Union,"Publizist, Parl. Staatssekretär a. D.",0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8436,11001887,2002,Kurt J.,Rossmanith,58,1,Union,"Dipl.-Verwaltungswirt, Industriekaufmann",0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8437,11001893,2002,Christian,Ruck,48,1,Union,Dipl.-Ökonom,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
2002–2005;15,8438,11001897,2002,Volker,Rühe,60,1,Union,"Oberstudienrat a. D., Bundesminister a. D.",0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
2002–2005;15,8439,11001938,2002,Wolfgang,Schäuble,60,1,Union,"Bundestagspräsident, Bundesminister a. D., Jurist",0,1.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2002–2005;15,8440,11001939,2002,Gudrun,Schaich-Walch,56,0,SPD,Physikalisch-technische Assistentin,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8441,11001950,2002,Hermann,Scheer,58,1,SPD,"Wirtschafts- und Sozialwissenschaftler, Puplizist",0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
2002–2005;15,8442,11001952,2002,Siegfried,Scheffler,58,1,SPD,"Straßenbauer, Dipl.-Ingenieur, Parl. Sts. im BMVBW",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8443,11001970,2002,Otto,Schily,70,1,SPD,"Bundesminister a. D., Rechtsanwalt",0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8444,11001995,2002,Bernd,Schmidbauer,63,1,Union,Staatsminister a. D.,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
2002–2005;15,8445,11001996,2002,Horst,Schmidbauer,62,1,SPD,Industriekaufmann,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2002–2005;15,8446,11001999,2002,Andreas,Schmidt,46,1,Union,Rechtsanwalt,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
2002–2005;15,8447,11002003,2002,Christian,Schmidt,45,1,Union,"Bundesminister für Ernährung und Landwirtschaft, Rechtsanwalt",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8448,11002019,2002,Ulla,Schmidt,53,0,SPD,"Vizepräsidentin DBT a. D., Lehrerin, Bundesministerin a. D.",0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2002–2005;15,8449,11002022,2002,Wilhelm,Schmidt,58,1,SPD,Kommunalbeamter a. D.,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2002–2005;15,8450,11002053,2002,Andreas,Schockenhoff,45,1,Union,Lehrer am katholischen Gymnasium Ravensburg,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
