WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE
2017-;19,11004263,0,Bündnis 90/Die Grünen,1984,Volkswirtin,Deutschland,Dröge,Katharina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004264,1,Union,1971,"Bürgermeister a. D., Diplom Kaufmann",Deutschland,Durz,Hansjörg,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004267,0,SPD,1961,Staatlich geprüfte Informatikerin,Deutschland,Esken,Saskia,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004269,1,Union,1963,Landwirtschaftsmeister,Deutschland,Färber,Hermann,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004270,1,SPD,1972,Rechtsanwalt,Deutschland,Fechner,Johannes,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004271,1,Union,1965,Diplom-Finanzwirt  (FH),Deutschland,Feiler,Uwe,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004272,1,SPD,1968,Klassischer Philologe,Deutschland,Felgentreu,Fritz,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004275,1,SPD,1951,Gewerkschaftssekretär,Deutschland,Freese,Ulrich,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004276,1,Union,1973,"Oberbürgermeister a.D., Jurist",Deutschland,Frei,Thorsten,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004278,1,Bündnis 90/Die Grünen,1970,"Sozialpädagoge, Betriebswirt",Deutschland,Gastel,Matthias,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004280,0,Union,1965,Bankkauffrau,Deutschland,Groden-Kranich,Ursula,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004281,1,Union,1966,"Volljurist, Bezirksstadtrat a. D.",Deutschland,Gröhler,Klaus-Dieter,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004282,1,SPD,1975,Polizeibeamter,Deutschland,Grötsch,Uli,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004283,1,Union,1971,"Geschäftsführer, Rechtsanwalt",Deutschland,Grundmann,Oliver,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004285,1,Union,1966,"Wirtschaftsprüfer, Steuerberater",Deutschland,Güntzler,Fritz,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004286,1,Union,1966,Bürgermeister a. D.,Deutschland,Haase,Christian,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004287,0,SPD,1970,"Studienrätin, Parl. Staatssekretärin",Deutschland,Hagl-Kehl,Rita,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004288,1,Die Linke,1963,Dipl.-Lehrer,Deutschland,Hahn,André,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004289,1,SPD,1969,Jurist,Deutschland,Hakverdi,Metin,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004291,1,SPD,1977,Organisationsberater,Deutschland,Hartmann,Sebastian,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004292,1,Union,1977,Rechtsanwalt,Deutschland,Hauer,Matthias,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004293,1,Union,1984,"Politikwissenschaftler, Angestellter Thüringer Landesverwaltung",Deutschland,Hauptmann,Mark,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004295,1,SPD,1961,Geschäftsführer,Deutschland,Heidenblut,Dirk,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004296,0,SPD,1963,Redakteurin,Deutschland,Heinrich,Gabriela,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004297,1,SPD,1977,"Jurist, Bürgermeister",Deutschland,Held,Marcus,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004298,1,Union,1978,Betriebswirt,Deutschland,Helfrich,Mark,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004302,1,Union,1958,Universitätsprofessor,Deutschland,Hirte,Heribert,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004303,1,SPD,1982,Politikwissenschaftler,Deutschland,Hitschler,Thomas,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004304,1,Union,1975,Jurist,Deutschland,Hoffmann,Alexander,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004305,1,Union,1972,"Bürgermeister a. D., Rechtsanwalt, Staatsminister",Deutschland,Hoppenstedt,Hendrik,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004311,1,Union,1970,Außendienstmitarbeiter,Deutschland,Irlstorfer,Erich,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004312,1,Bündnis 90/Die Grünen,1976,Diplom-Politologe,Deutschland,Janecek,Dieter,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004317,1,SPD,1967,Diplom-Sportlehrer,Deutschland,Junge,Frank,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004318,1,SPD,1962,"Funkmechaniker, Staatsminister a. D.",Deutschland,Jurk,Thomas,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004321,1,SPD,1954,Journalist,Deutschland,Kapschack,Ralf,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004323,0,Union,1971,Leitende Angestellte im Familienbetrieb,Deutschland,Karliczek,Anja,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004324,0,Die Linke,1958,Diplom-Ökonomin,Deutschland,Kassner,Kerstin,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004325,0,SPD,1960,Gewerkschaftssekretärin,Deutschland,Katzmarek,Gabriele,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004327,1,Union,1959,Rechtsanwalt,Deutschland,Kippels,Georg,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004328,0,SPD,1975,Diplom-Volkswirtin,Deutschland,Kiziltepe,Cansel,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004329,1,SPD,1952,Lehrer,Deutschland,Klare,Arno,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004331,1,Union,1977,Angestellter im öffentlichen Dienst,Deutschland,Koob,Markus,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004332,1,Union,1979,Betriebswirt,Deutschland,Körber,Carsten,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004333,1,Bündnis 90/Die Grünen,1979,"Politologe, Landesvorsitzender",Deutschland,Kühn,Christian,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004334,1,Union,1967,"Diplom-Sporttherapeut, Physiotherapeut",Deutschland,Kühne,Roy,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004336,0,Union,1976,Richterin am Landgericht a.D.,Deutschland,Launert,Silke,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004337,0,Union,1975,Dipl.-Politologin,Deutschland,Leikert,Katja,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004339,1,Union,1981,"Kreisrat, Diplom-Betriebswirt (FH)",Deutschland,Lenz,Andreas,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004341,0,Union,1960,"Unternehmensberaterin, Betriebswirtin IHK, Wirtschafts-Mediatorin",Deutschland,Lezius,Antje,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004342,0,Union,1970,Rechtsanwältin,Deutschland,Lindholz,Andrea,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004346,0,Union,1979,Diplom-Soziologin,Deutschland,Magwas,Yvonne,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004349,1,Union,1962,Verleger,Deutschland,Marschall von Bieberstein,Matern,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004352,1,Union,1981,"Winzer, Diplom-Betriebswirt (FH)",Deutschland,Metzler,Jan,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004353,0,Bündnis 90/Die Grünen,1976,Polizeibeamtin,Deutschland,Mihalic,Irene,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004354,1,SPD,1964,freiberuflicher Gutachter und Entwickler (Diplom-Biologe),Deutschland,Mindrup,Klaus,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004355,0,SPD,1958,Polizeibeamtin,Deutschland,Mittag,Susanne,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004356,1,Union,1949,Schulleiter,Deutschland,Möring,Karsten,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004357,0,Union,1952,Staatsrätin a.D.,Deutschland,Motschmann,Elisabeth,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004358,0,SPD,1959,"Rechtsanwältin, Krankenschwester",Deutschland,Müller,Bettina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004359,0,SPD,1980,"Journalistin, Parl. Staatssekretärin",Deutschland,Müntefering,Michelle,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004361,1,Die Linke,1969,Angestellter,Deutschland,Neu,Alexander S.,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004362,1,Union,1967,"Hochschullehrer, Dipl.-Kaufmann, M.I.P.P.",Deutschland,Nick,Andreas,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004363,0,SPD,1959,Bankkauffrau,Deutschland,Nissen,Ulli,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004365,1,Union,1975,Rechtsanwalt,Deutschland,Oellers,Wilfried,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004366,1,Union,1980,"Dipl.-Volkswirt (Uni), Kreditanalyst im Risikomanagement",Deutschland,Oßner,Florian,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004368,1,SPD,1987,Rechtsreferendar,Deutschland,Özdemir,Mahmut,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004370,0,Union,1961,ohne Angaben,Deutschland,Pantel,Sylvia,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004372,1,Union,1947,Diplom Sozialpädagoge/Sozialarbeiter,Deutschland,Patzelt,Martin,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004376,1,SPD,1955,Dipl.-Religionspädagoge,Deutschland,Pilger,Detlev,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004377,0,SPD,1968,Regionalmanagerin,Deutschland,Poschmann,Sabine,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004378,1,SPD,1959,Diplom-Soziologe,Deutschland,Post,Achim,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004379,1,SPD,1981,Diplom-Kaufmann (Univ.),Deutschland,Post,Florian,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004381,1,SPD,1971,Regierungsdirektor,Deutschland,Rabanus,Martin,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004382,0,Union,1974,Studienrätin,Deutschland,Radomski,Kerstin,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004383,1,Union,1964,"Rechtsanwalt, Diplom-Ingenieur(FH)",Deutschland,Radwan,Alexander,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004384,1,Union,1965,"Bürgermeister a. D., Metzgermeister",Deutschland,Rainer,Alois,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004385,0,Die Linke,1967,Wissenschaftliche Mitarbeiterin,Deutschland,Renner,Martina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004386,0,SPD,1962,Unternehmensberaterin,Deutschland,De Ridder,Daniela,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004387,1,SPD,1962,Elektromeister in der Energiewirtschaft,Deutschland,Rimkus,Andreas,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004388,1,SPD,1986,Rechtsanwalt,Deutschland,Rohde,Dennis,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004389,1,SPD,1976,Diplom-Volkswirt,Deutschland,Rosemann,Martin,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004390,0,Bündnis 90/Die Grünen,1975,Poltikerin,Deutschland,Rüffer,Corinna,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004391,0,SPD,1977,"Politologin, Kinderbeauftragte der SPD-Bundestagsfraktion, Sprecherin der Arbeitsgruppe Strategien gegen Rechtsextremismus der SPD-Bundestagsfraktion",Deutschland,Rüthrich,Susann,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004392,1,SPD,1968,TOAR a.D. bei der Deutschen Bahn AG,Deutschland,Rützel,Bernd,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004393,1,SPD,1967,Diplom-Verwaltungswirt (FH),Deutschland,Saathoff,Johann,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004395,0,Bündnis 90/Die Grünen,1966,Medienwissenschaftlerin,Deutschland,Schauws,Ulle,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004396,0,SPD,1971,Geschäftsführerin,Deutschland,Scheer,Nina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004397,1,SPD,1959,"Qualitätstechniker, Leiter Qualitätssicherheit",Deutschland,Schiefner,Udo,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004398,0,Union,1979,Politologin,Deutschland,Schimke,Jana,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004401,0,SPD,1973,Historikerin,Deutschland,Schmidt,Dagmar,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004404,0,SPD,1952,Hausfrau,Deutschland,Schulte,Ursula,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004405,0,Bündnis 90/Die Grünen,1956,"Krankenschwester, Kommunikationswissenschaftlerin",Deutschland,Schulz-Asche,Kordula,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004406,1,Union,1954,Diplom-Lehrer Biologie/Chemie,Deutschland,Schulze,Klaus-Peter,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004407,1,SPD,1965,Dipl.-Betriebswirt (FH) Bürgermeister a. D.,Deutschland,Schwarz,Andreas,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004409,1,Union,1975,Volljurist,Deutschland,Sorge,Tino,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004410,1,SPD,1956,Berufsschullehrer,Deutschland,Spiering,Rainer,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004412,0,SPD,1976,PR-Senior-Beraterin,Deutschland,Stadler,Svenja,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004413,0,SPD,1965,"Marketing- und Kommunikationsmanagerin, Betriebsrätin",Deutschland,Stamm-Fibich,Martina,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004414,1,Union,1985,Diplom-Betriebswirt (FH),Deutschland,Stefinger,Wolfgang,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004415,1,Union,1976,Landwirtschaftsmeister,Deutschland,Stegemann,Albert,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004416,1,Union,1968,Diplom-Ingenieur,Deutschland,Stein,Peter,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004417,1,Union,1973,Rechtsanwalt,Deutschland,Steineke,Sebastian,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004418,1,Union,1987,Referendar,Deutschland,Steiniger,Johannes,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004423,0,SPD,1964,Diplom-Geographin,Deutschland,Tausend,Claudia,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004424,1,SPD,1964,Diplom-Chemieingenieur,Deutschland,Thews,Michael,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004426,1,SPD,1973,Koordinator Kommunikation,Deutschland,Träger,Carsten,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004427,1,Union,1975,"Jurist, Dipl.-Kaufmann, Stadtrat",Deutschland,Ullrich,Volker,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004428,1,Union,1961,Erster Kreisbeigeordneter a.D.,Deutschland,Veith,Oswin,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004429,0,Bündnis 90/Die Grünen,1979,Diplom-Umweltwissenschaftlerin,Deutschland,Verlinden,Julia,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004433,1,SPD,1971,Selbstständiger Kaufmann,Deutschland,Vöpel,Dirk,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004435,1,Union,1955,selbstständiger Unternehmer,Deutschland,Vries,Kees,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004438,0,SPD,1955,"Keramikmalerin, DGB-Regionsvorsitzende Koblenz",Deutschland,Weber,Gabi,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004439,1,Union,1965,"Verwaltungs- und Betriebswirt, Politologe",Deutschland,Weiler,Albert,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004440,0,Union,1976,Rechtsanwältin,Deutschland,Weisgerber,Anja,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004441,1,Union,1985,Dipl.-Verwaltungswirt,Deutschland,Wendt,Marian,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004442,1,SPD,1960,"Gewerkschaftssekretär, Chemielaborant",Deutschland,Westphal,Bernd,"['18', '19']","[0, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004443,1,Union,1985,Wirtschaftswissenschaftler M. Sc.,Deutschland,Whittaker,Kai,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004444,1,SPD,1983,Jurist,Deutschland,Wiese,Dirk,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004445,1,Union,1966,"Diplom-Geograph, Parl. Staatssekretär",Deutschland,Wittke,Oliver,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004448,0,SPD,1962,Pharmazeutisch kaufmännische Assistentin,Deutschland,Yüksel,Gülistan,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004449,1,Die Linke,1954,Journalist,Deutschland,Zdebel,Hubertus,"['18', '19']","[0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
2017-;19,11004452,0,Union,1987,Examinierte Gesundheits-und Krankenpflegerin,Deutschland,Zeulner,Emmi,"['18', '19']","[1, 1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017-;19
