WP-JAHRE,ID,GESCHLECHT,PARTEI_KURZ,GEBURTSDATUM,BERUF,GEBURTSLAND,NACHNAME,VORNAME,WAHLPERIODEN,MANDATSARTEN,AUSLAND,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP-JAHRE,ANFANG,ALTER
2013–2017,11004215,1,BÜNDNIS 90/DIE GRÜNEN,1964,"Diplom-Agraringenieur, Landschaftsökologe",Deutschland,Ebner,Harald,"['17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2013–2017,2013,49
2013–2017,11004217,1,BÜNDNIS 90/DIE GRÜNEN,1982,Technischer Diplom-Volkswirt,Deutschland,Lindner,Tobias,"['17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2013–2017,2013,31
2013–2017,11004221,0,BÜNDNIS 90/DIE GRÜNEN,1964,Diplom-Psychologin,Deutschland,Walter-Rosenheimer,Beate,"['17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2013–2017,2013,49
2013–2017,11004223,0,SPD,1953,Diplom-Chemikerin,Deutschland,Sawade,Annette,"['17', '18']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2013–2017,2013,60
2013–2017,11004226,1,SPD,1958,Geschäftsführer,Deutschland,Hellmich,Wolfgang,"['17', '18', '19']","['Landesliste', 'Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2013–2017,2013,55
2013–2017,11004241,1,CDU,1968,"Diplom-Physiker, Geschäftsführender Gesellschafter",Deutschland,Albani,Stephan,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,45
2013–2017,11004242,0,CSU,1983,Diplom-Politologin,Deutschland,Albsteiger,Katrin,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,30
2013–2017,11004243,0,BÜNDNIS 90/DIE GRÜNEN,1984,Islamwissenschaftlerin,Deutschland,Amtsberg,Luise,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,29
2013–2017,11004244,0,SPD,1955,"Bankkauffrau, Diplom-Religionspädagogin, Geschäftsführerin",Deutschland,Baehrens,Heike,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,58
2013–2017,11004245,0,BÜNDNIS 90/DIE GRÜNEN,1980,Völkerrechtlerin,Deutschland,Baerbock,Annalena,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,33
2013–2017,11004246,0,SPD,1964,Hauptschullehrerin,Deutschland,Bahr,Ulrike,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,49
2013–2017,11004247,0,SPD,1968,"Bundesministerin für Familie, Senioren, Frauen und Jugend, Juristin",Deutschland,Barley,Katarina,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,45
2013–2017,11004248,1,SPD,1959,Beamter (Leitender Regierungsdirektor) a. D.,Deutschland,Bartke,Matthias,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,54
2013–2017,11004249,0,CSU,1984,Politikwissenschaftlerin,Deutschland,Bartz,Julia,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,29
2013–2017,11004250,1,CDU,1981,Sparkassenbetriebswirt,Deutschland,Beermann,Maik,"['18', '19']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,32
2013–2017,11004251,0,CDU,1961,Dipl.-Ing.,Deutschland,Benning,Sybille,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,52
2013–2017,11004252,1,CDU,1972,Jurist,Deutschland,Berghegger,André,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,41
2013–2017,11004253,0,CDU,1961,Bankfachwirtin,Deutschland,Bertram,Ute,['18'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,52
2013–2017,11004254,1,SPD,1966,wissenschaftlicher  Referent,Deutschland,Blienert,Burkhard,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,47
2013–2017,11004255,0,BÜNDNIS 90/DIE GRÜNEN,1979,Sozialwissenschaftlerin,Deutschland,Brantner,Franziska,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,34
2013–2017,11004256,1,SPD,1953,Wirtschaftsberater,Deutschland,Brunner,Karl-Heinz,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,60
2013–2017,11004257,1,SPD,1974,"Professor für Nachhaltiges Management, Integration-und Diversity Management",Deutschland,Castellucci,Lars,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,39
2013–2017,11004258,1,SPD,1956,"Politikwissenschaftler (M.A.),Landesgeschäftsführer SGK NRW",Deutschland,Daldrup,Bernhard,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,57
2013–2017,11004259,1,SPD,1961,Diplom-Chemiker,Deutschland,Diaby,Karamba,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,52
2013–2017,11004260,0,CDU,1953,Diplom-Volkswirtin,Deutschland,Dinges-Dierig,Alexandra,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,60
2013–2017,11004261,0,SPD,1964,Ärztin,Deutschland,Dittmar,Sabine,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,49
2013–2017,11004262,1,CDU,1967,Bürgermeister a. D.,Deutschland,Donth,Michael,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,46
2013–2017,11004263,0,BÜNDNIS 90/DIE GRÜNEN,1984,Volkswirtin,Deutschland,Dröge,Katharina,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,29
2013–2017,11004264,1,CSU,1971,"Bürgermeister a. D., Diplom Kaufmann",Deutschland,Durz,Hansjörg,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,42
2013–2017,11004265,0,CDU,1952,Bürokauffrau,Deutschland,Eckenbach,Jutta,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,61
2013–2017,11004266,0,SPD,1960,"Staatl. geprüfte und anerkannte Erzieherin, Judolehrerin",Deutschland,Engelmeier,Michaela,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,53
2013–2017,11004267,0,SPD,1961,Staatlich geprüfte Informatikerin,Deutschland,Esken,Saskia,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,52
2013–2017,11004268,1,CSU,1965,Rechtsanwalt,Deutschland,Fabritius,Bernd,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,48
2013–2017,11004269,1,CDU,1963,Landwirtschaftsmeister,Deutschland,Färber,Hermann,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,50
2013–2017,11004270,1,SPD,1972,Rechtsanwalt,Deutschland,Fechner,Johannes,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,41
2013–2017,11004271,1,CDU,1965,Diplom-Finanzwirt  (FH),Deutschland,Feiler,Uwe,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,48
2013–2017,11004272,1,SPD,1968,Klassischer Philologe,Deutschland,Felgentreu,Fritz,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,45
2013–2017,11004273,0,SPD,1956,Diplom-Mathematikerin,Deutschland,Finckh-Krämer,Ute,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,57
2013–2017,11004274,1,SPD,1974,Rechtsanwalt,Deutschland,Flisek,Christian,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,39
2013–2017,11004275,1,SPD,1951,Gewerkschaftssekretär,Deutschland,Freese,Ulrich,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,62
2013–2017,11004276,1,CDU,1973,"Oberbürgermeister a.D., Jurist",Deutschland,Frei,Thorsten,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,40
2013–2017,11004277,0,CSU,1973,Universitätsdozentin,Deutschland,Freudenstein,Astrid,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,40
2013–2017,11004278,1,BÜNDNIS 90/DIE GRÜNEN,1970,"Sozialpädagoge, Betriebswirt",Deutschland,Gastel,Matthias,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,43
2013–2017,11004279,0,CDU,1978,Referentin Landesministerium NRW,Deutschland,Giousouf,Cemile,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,35
2013–2017,11004280,0,CDU,1965,Bankkauffrau,Deutschland,Groden-Kranich,Ursula,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,48
2013–2017,11004281,1,CDU,1966,"Volljurist, Bezirksstadtrat a. D.",Deutschland,Gröhler,Klaus-Dieter,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,47
2013–2017,11004282,1,SPD,1975,Polizeibeamter,Deutschland,Grötsch,Uli,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,38
2013–2017,11004283,1,CDU,1971,"Geschäftsführer, Rechtsanwalt",Deutschland,Grundmann,Oliver,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,42
2013–2017,11004284,0,CDU,1949,Senatorin a. D.,Deutschland,Gundelach,Herlind,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,64
2013–2017,11004285,1,CDU,1966,"Wirtschaftsprüfer, Steuerberater",Deutschland,Güntzler,Fritz,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,47
2013–2017,11004286,1,CDU,1966,Bürgermeister a. D.,Deutschland,Haase,Christian,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,47
2013–2017,11004287,0,SPD,1970,"Studienrätin, Parl. Staatssekretärin",Deutschland,Hagl-Kehl,Rita,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,43
2013–2017,11004288,1,DIE LINKE.,1963,Dipl.-Lehrer,Deutschland,Hahn,André,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,50
2013–2017,11004289,1,SPD,1969,Jurist,Deutschland,Hakverdi,Metin,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,44
2013–2017,11004290,1,SPD,1964,Gewerkschaftssekretär,Deutschland,Hampel,Ulrich,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,49
2013–2017,11004291,1,SPD,1977,Organisationsberater,Deutschland,Hartmann,Sebastian,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,36
2013–2017,11004292,1,CDU,1977,Rechtsanwalt,Deutschland,Hauer,Matthias,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,36
2013–2017,11004293,1,CDU,1984,"Politikwissenschaftler, Angestellter Thüringer Landesverwaltung",Deutschland,Hauptmann,Mark,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,29
2013–2017,11004294,1,CDU,1982,Rechtsanwalt,Deutschland,Heck,Stefan,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,31
2013–2017,11004295,1,SPD,1961,Geschäftsführer,Deutschland,Heidenblut,Dirk,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,52
2013–2017,11004296,0,SPD,1963,Redakteurin,Deutschland,Heinrich,Gabriela,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,50
2013–2017,11004297,1,SPD,1977,"Jurist, Bürgermeister",Deutschland,Held,Marcus,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,36
2013–2017,11004298,1,CDU,1978,Betriebswirt,Deutschland,Helfrich,Mark,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,35
2013–2017,11004299,1,CDU,1957,"Landrat a. D., Diplom-Agraringenieur",Deutschland,Hellmuth,Jörg,['18'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,56
2013–2017,11004300,0,SPD,1962,Diakonin,Deutschland,Henn,Heidtrud,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,51
2013–2017,11004302,1,CDU,1958,Universitätsprofessor,Deutschland,Hirte,Heribert,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,55
2013–2017,11004303,1,SPD,1982,Politikwissenschaftler,Deutschland,Hitschler,Thomas,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,31
2013–2017,11004304,1,CSU,1975,Jurist,Deutschland,Hoffmann,Alexander,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,38
2013–2017,11004305,1,CDU,1972,"Bürgermeister a. D., Rechtsanwalt, Staatsminister",Deutschland,Hoppenstedt,Hendrik,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,41
2013–2017,11004306,0,CDU,1967,Diplom-Finanzwirt,Deutschland,Horb,Margaret,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,46
2013–2017,11004307,0,CDU,1972,Bankkauffrau,Deutschland,Hornhues,Bettina,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,41
2013–2017,11004308,1,CDU,1956,"Zahntechniker, Filmschaffender, Autor, Berater für Afrikafragen",Deutschland,Huber,Charles M.,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,57
2013–2017,11004309,0,DIE LINKE.,1968,Diplom-Ingenieurin (FH) FB Architektur,Deutschland,Hupach,Sigrid,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,45
2013–2017,11004310,1,SPD,1983,Selbständig,Deutschland,Ilgen,Matthias,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,30
2013–2017,11004311,1,CSU,1970,Außendienstmitarbeiter,Deutschland,Irlstorfer,Erich,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,43
2013–2017,11004312,1,BÜNDNIS 90/DIE GRÜNEN,1976,Diplom-Politologe,Deutschland,Janecek,Dieter,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,37
2013–2017,11004313,0,SPD,1978,Verwaltungsfachwirtin,Deutschland,Jantz,Christina,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,35
2013–2017,11004314,0,CDU,1967,Bankfachwirtin,Deutschland,Jörrißen,Sylvia,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,46
2013–2017,11004315,1,SPD,1966,Finanzfachwirt,Deutschland,Jost,Reinhold,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,47
2013–2017,11004316,1,CDU,1962,Oberstudienrat,Deutschland,Jung,Xaver,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,51
2013–2017,11004317,1,SPD,1967,Diplom-Sportlehrer,Deutschland,Junge,Frank,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,46
2013–2017,11004318,1,SPD,1962,"Funkmechaniker, Staatsminister a. D.",Deutschland,Jurk,Thomas,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,51
2013–2017,11004319,0,SPD,1980,Diplom Verwaltungswirtin,Deutschland,Kampmann,Christina,['18'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,33
2013–2017,11004320,1,CDU,1984,Diplom-Kaufmann,Deutschland,Kanitz,Steffen,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,29
2013–2017,11004321,1,SPD,1954,Journalist,Deutschland,Kapschack,Ralf,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,59
2013–2017,11004322,0,DIE LINKE.,1980,Politikwissenschaftlerin,Deutschland,Karawanskij,Susanna,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,33
2013–2017,11004323,0,CDU,1971,Leitende Angestellte im Familienbetrieb,Deutschland,Karliczek,Anja,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,42
2013–2017,11004324,0,DIE LINKE.,1958,Diplom-Ökonomin,Deutschland,Kassner,Kerstin,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,55
2013–2017,11004325,0,SPD,1960,Gewerkschaftssekretärin,Deutschland,Katzmarek,Gabriele,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,53
2013–2017,11004326,0,SPD,1960,Vorsitzende der Geschäftsführung der Agentur für Arbeit Stendal,Deutschland,Kermer,Marina,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,53
2013–2017,11004327,1,CDU,1959,Rechtsanwalt,Deutschland,Kippels,Georg,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,54
2013–2017,11004328,0,SPD,1975,Diplom-Volkswirtin,Deutschland,Kiziltepe,Cansel,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,38
2013–2017,11004329,1,SPD,1952,Lehrer,Deutschland,Klare,Arno,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,61
2013–2017,11004330,0,SPD,1967,Personalberaterin,Deutschland,Kömpel,Birgit,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,46
2013–2017,11004331,1,CDU,1977,Angestellter im öffentlichen Dienst,Deutschland,Koob,Markus,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,36
2013–2017,11004332,1,CDU,1979,Betriebswirt,Deutschland,Körber,Carsten,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,34
2013–2017,11004333,1,BÜNDNIS 90/DIE GRÜNEN,1979,"Politologe, Landesvorsitzender",Deutschland,Kühn,Christian,"['18', '19']","['Landesliste', 'Landesliste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,34
2013–2017,11004334,1,CDU,1967,"Diplom-Sporttherapeut, Physiotherapeut",Deutschland,Kühne,Roy,"['18', '19']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,46
2013–2017,11004335,1,CDU,1962,Techniker,Deutschland,Lagosky,Uwe,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,51
2013–2017,11004336,0,CSU,1976,Richterin am Landgericht a.D.,Deutschland,Launert,Silke,"['18', '19']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,37
2013–2017,11004337,0,CDU,1975,Dipl.-Politologin,Deutschland,Leikert,Katja,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,38
2013–2017,11004338,1,CDU,1972,Physiker,Deutschland,Lengsfeld,Philipp,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,41
2013–2017,11004339,1,CSU,1981,"Kreisrat, Diplom-Betriebswirt (FH)",Deutschland,Lenz,Andreas,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,32
2013–2017,11004340,1,CSU,1952,"Landwirt, Wirtschaftsprüfer, Steuerberater",Deutschland,Lerchenfeld,Philipp,['18'],['Direktwahl'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,61
2013–2017,11004341,0,CDU,1960,"Unternehmensberaterin, Betriebswirtin IHK, Wirtschafts-Mediatorin",Deutschland,Lezius,Antje,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,53
2013–2017,11004342,0,CSU,1970,Rechtsanwältin,Deutschland,Lindholz,Andrea,"['18', '19']","['Direktwahl', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,43
2013–2017,11004343,1,CDU,1942,"Kaufmann, Oberstleutnant a. D.",Deutschland,Lorenz,Wilfried,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,71
2013–2017,11004344,0,SPD,1958,Kulturwissenschaftlerin,Deutschland,Lotze,Hiltrud,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,55
2013–2017,11004345,0,CDU,1962,Generalsekretärin,Deutschland,Lücking-Michel,Claudia,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,51
2013–2017,11004346,0,CDU,1979,Diplom-Soziologin,Deutschland,Magwas,Yvonne,"['18', '19']","['Landesliste', 'Direktwahl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2013–2017,2013,34
2013–2017,11004347,0,SPD,1958,Geologin,Deutschland,Malecha-Nissen,Birgit,['18'],['Landesliste'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013–2017,2013,55
